sid,sense_lemma,num_relations,sense_def
05081201,悉數,23,表事物的全體。
06582103,肯定,23,表對推論的肯定，沒有例外。
03026506,離,23,易經卦名，八卦之一，代表火、日、電。
07057803,猴,23,中國十二生肖之一，排在第九位。
04030003,就是,23,表加強說話者對陳述內容的肯定。
07023601,目前,23,說話者所在的時間參考點。
05098123,作,23,顯示出後述可被觀察的狀態。
06751601,但,23,表連接句子的轉折語氣，用來引出命題和前文相對的句子。
06596701,廟,23,供奉神祇或歷史上有名人物的機構，但不包括基督教。
05100805,全,23,事物的全體。
06621601,敗,23,形容在競爭中被打敗。
06614201,但是,23,表連接句子的轉折語氣，用來引出命題和前文相對的句子。
06727501,壹,23,事物的全體。
04148802,下降,23,數量或數目減少。
05066201,記住,23,將特定事物放在記憶中。
07024602,今天,23,說話者所在的時間參考點。
05104001,長於,23,專精於後述技術或領域。
04113804,曰,23,根據前述定義給予後述對象名稱。
08015901,升,23,容量的單位，公制一升等於十合。
05220801,房子,23,供人居住或做其他用途的建築物。
05183901,稱作,23,根據前述定義給予後述對象名稱。
04032001,只不過,23,表連接句子的轉折語氣，用來引出命題和前文相對的句子。
09284001,那兒,23,離說話者或參考點較遠的位置。
04000201,既,23,連接已知事實，後接推論。
05221501,即,23,前述對象連接的是後述對象，表兩者指涉相同。
04031901,不僅僅,23,表超過後述數目。
03010601,多,23,數量大或種類多。
09250401,務,23,表對推論的肯定，沒有例外。
05085501,水瓶座,23,星座名，四顆星排列成Y字形，形狀像流水。
06676501,女子,23,具有生產後代能力的人。
05058101,精於,23,專精於後述技術或領域。
05171201,叫做,23,根據前述定義給予後述對象名稱。
08024801,漂,23,形容人或物的外表好看使觀者感到愉悅而讚賞的。
09256501,衰,23,形容運氣不好。
05173501,悉皆,23,表事物的全體。
09300801,顯露,23,顯示出後述可被觀察的狀態。
04031001,不光,23,表超過後述數目。
06664310,做,23,前述對象連接的是後述對象，表兩者指涉相同。
04041602,乃,23,前述對象連接的是後述對象，表兩者指涉相同。
03033701,前,23,物體正面的位置。
04033002,單,23,表限定範圍。
05223001,髒,23,形容有污垢雜質的。
09045402,垢,23,形容有污垢雜質的。
05098112,作,23,前述對象連接的是後述對象，表兩者指涉相同。
06727301,一,23,事物的全體。
07007505,收入,23,比喻將特定事物放在記憶中。
06005706,背,23,將特定事物放在記憶中。
05076504,不要,23,表心中存有不完成後述事件的願望。
05095904,然,23,表連接句子的轉折語氣，用來引出命題和前文相對的句子。
04075501,這裏,23,離說話者或參考點較近的位置。
05236404,蛇,23,中國十二生肖之一，排在第六位。
06551501,男性,23,能產生精細胞使女子受孕生產的人。
05128201,然則,23,表連接句子的轉折語氣，用來引出命題和前文相對的句子。
05009904,將,23,象棋遊戲中所使用的棋子之一，以捕獲「將」來決定勝負。
05017306,淨,23,表限定範圍。
06635006,保存,23,比喻將特定事物放在記憶中。
04010207,叫,23,根據前述定義給予後述對象名稱。
06725407,幹,23,表示心中極度不悅的咒罵語。
06696001,金牛座,23,星座名，星群排列形狀像一隻牛。
07103901,蒙,23,位在亞洲大陸，阿爾泰山、北山、賀蘭山、陰山、大興安嶺中的區域。
05052701,一些,22,表不確定的小數量。
03015403,根據,22,引介判斷的標準或條件。
05159701,稱做,22,根據前述定義給予後述對象名稱。
06570504,豬,22,生肖屬豬的人。
06733509,穩,22,表對推論的肯定，沒有例外。
06721802,媽媽,22,有子女的女子。
05017301,淨,22,形容沒有污垢雜質的。
04013801,有,22,維持擁有的狀態。
05136001,非但,22,連接兩個以上程度漸進的選項。
03000703,按照,22,引介判斷的標準或條件。
04124201,有幸,22,形容運氣好。
07051103,鼠,22,中國十二生肖之一，排在第一位。
07085408,渾,22,事物的全體。
05236405,蛇,22,生肖屬蛇的人。
03050003,依照,22,引介判斷的標準或條件。
04031302,不止,22,連接兩個以上程度漸進的選項。
07072001,潔,22,形容沒有污垢雜質的。
03000605,按,22,引介判斷的標準或條件。
09301402,攔截,22,比喻妨礙特定事件進行使其不順利。
04001402,和,22,八德之一，與所有人事物和諧相處不產生衝突的心理特質。
09055402,陋,22,形容人或物的外表不好看，不具有美的特質。
05108401,附贈,22,將物品無條件附帶送給他人。
03039322,收,22,比喻將特定事物放在記憶中。
03052002,有些,22,表不確定的小數量。
03054701,贈,22,送，以正式、公開的方式，通常由上而下。
06632401,稱為,22,根據前述定義給予後述對象名稱。
05196501,可是,22,連接句子的轉折語氣，用來引出命題和前文相對的句子。
08018201,漢,22,五胡十六國之一，西元304年至西元329年，劉淵所建。
05196201,然而,22,連接句子的轉折語氣，用來引出命題和前文相對的句子。
05016701,不單單,22,連接兩個以上程度漸進的選項。
06606702,計算,22,初步決定要做後述事件。
07051104,鼠,22,生肖屬鼠的人。
06570001,晚,22,太陽下山後到太陽出來前的時間。
04045801,些,22,表不確定的小數量。
06027501,乾,22,易經卦名，八卦之一，代表天。
05013301,祇不過,22,連接轉折的語氣，用來引出命題和前文相對的句子。
05231109,人,22,符合特定需求、從事特定工作的人。
05023001,點兒,22,表不確定的小數量。
09017704,汎,22,顯示出後述可被觀察的狀態。
04030702,不啻,22,連接兩個以上程度漸進的選項。
04018207,照,22,引介判斷的標準或條件。
05156701,少許,22,表不確定的小數量。
04139401,驚訝,22,感到很意外。
06557702,爸爸,22,有子女的男子。
07101601,解,22,動物排泄糞便或尿液。
08026502,賽,22,形容運氣不好。
05221001,房屋,22,獨立的建築物。
06678301,差,22,形容對特定對象的評價是負面的。
08056702,案,22,引介判斷的標準或條件。
06546902,爸,22,有子女的男子。
06504202,塞,22,形容運氣不好。
05071101,現,22,說話者所在的時間參考點。
06008211,言,22,根據前述定義給予後述對象名稱。
04128803,增高,22,形容數量或數目增加。
04031501,不單,22,連接兩個以上程度漸進的選項。
07027901,子,22,兒子和女兒。
03049303,依據,22,引介判斷的標準或條件。
05184801,房舍,22,獨立的建築物。
07088801,劣,22,形容對特定對象的評價是負面的。
03049101,一點,22,表不確定的小數量。
06504203,塞,22,形容運氣好。
05121907,謂,22,根據前述定義給予後述對象名稱。
06739702,財務,21,研究個人或組織對資金管理以及現金的支出和計算的知識。
05231701,丈夫,21,對女子在婚姻關係中的配偶的指稱。
05229101,打,21,以手施力使手或手持物撞擊特定對象。
05085502,水瓶座,21,西洋十二星座之一，一月二十日至二月十八日之間出生者的命宮。
05215501,云,21,以口語媒介引述或陳述訊息。
07030506,善,21,專精於後述技術或領域。
14585601,性質,21,事物的特質。
04122602,變,21,前述對象因顯著特性的取代而成為的是後述對象。
04014403,倚,21,地理位置與後述地點相鄰。
07022601,勝,21,在競爭中獲勝。
06658001,男生,21,能產生精細胞使女子受孕生產的人。
05233501,男,21,能產生精細胞使女子受孕生產的人。
04014204,望,21,希望並等待後述事件實現。
04075103,巨蟹座,21,巨蟹座的人。
06771701,男人,21,能產生精細胞使女子受孕生產的人。
05162002,母,21,有子女的女子。
09302501,現時,21,說話者所在的時間參考點。
04166303,那,21,沒有明確指出的位置。
05162503,點點,21,表不確定的小數量。
05231801,妻子,21,對男子在婚姻關係中的配偶的指稱。
07074601,麗,21,形容人或物的外表好看使觀者感到愉悅而讚賞的。
05108302,天蠍座,21,西洋十二星座之一，十月二十三日至十一月二十一日之間出生者的命宮。
05085503,水瓶座,21,水瓶座的人。
04031902,不僅僅,21,連接兩個以上程度漸進的選項。
06768303,準備,21,初步決定要做後述事件。
05043201,縱使,21,連接退讓的假設條件。
06643502,爹,21,有子女的男子。
06718601,基本,21,事件發展的基礎。
06649111,亮,21,形容人或物的外表好看使觀者感到愉悅而讚賞的。
07031401,妻,21,對男子在婚姻關係中的配偶的指稱。
09291401,城市,21,人口聚集的區域，通常為四周區域的政治、經濟、文化與交通中心。
14422201,開心,21,形容因為特定事件而感到良好的情緒。
07059406,喚,21,根據前述定義給予後述對象名稱。
03018202,後,21,與參考物體面對的方向相反的方向。
07055902,婦,21,對男子在婚姻關係中的配偶的指稱。
09309702,當下,21,說話者所在的時間參考點。
04043813,點,21,表不確定的小數量。
06750803,先生,21,對女子在婚姻關係中的配偶的指稱。
05041404,連,21,連接語意相似的詞組，用來突出最後一項。
09287402,亦即,21,前述對象連接的是後述對象，表以後述事物說明前述事物的屬性。
05219201,一點點,21,表不確定的小數量。
06667901,項,21,頭和軀幹相連接的部份。
04075101,巨蟹座,21,星座名，星群排列形狀像一隻螃蟹。
05198207,就,21,引介判斷的標準或條件。
08026503,賽,21,形容運氣好。
05108303,天蠍座,21,天蠍座的人。
05022403,天秤座,21,天秤座的人。
05022402,天秤座,21,西洋十二星座之一，九月二十三日至十月二十二日之間出生者的命宮。
07075001,困,21,受到特定對象的限制，而無法自由行動。
04031002,不光,21,連接兩個以上程度漸進的選項。
06522901,女生,21,具有生產後代能力的人。
04013202,臨,21,地理位置與後述地點相鄰。
07056402,娘,21,有子女的女子。
04018303,視,21,引介判斷的標準或條件。
05014001,當,21,比喻妨礙特定事件進行使其不順利。
04004501,看,21,用眼睛察覺。
07033503,夫,21,女子在婚姻關係中的配偶。
05022401,天秤座,21,星座名，排列的形狀像天平。
06764803,眼前,21,說話者所在的時間參考點。
04085302,之上,21,高於前述物體的位置。
07023502,是,21,前述對象連接的是後述對象，表以後述事物說明前述事物的屬性。
06689003,面前,21,說話者所在的時間參考點。
06580001,想要,21,心中存有完成後述事件的願望。
06669302,獅子座,21,西洋十二星座之一，七月二十三日至八月二十二日之間出生者的命宮。
06661802,那裡,21,表對事件的質問，並暗示與說話者的認知不同。
04030201,即使,21,連接退讓的假設條件。
06728404,刻,21,說話者所在的時間參考點。
04020603,哪,21,沒有明確指出的位置。
04026904,便是,21,表後述事件緊接著前述事件發生。
04029802,不僅,21,連接兩個以上程度漸進的選項。
05174801,即令,21,連接退讓的假設條件。
05121903,謂,21,以口語媒介引述或陳述訊息。
